1,Mexico,3,1,5
7,Inglaterra,2,4,7
13,Belgica,5,4,4
2,uruguay,1,3,7
7,Canda,3,2,7
22,Macdonia,3,2,3
1,España,1,5,9
10,Androrra,2,3,9
12,Italia,1,3,8
9,Macdonia,4,3,9
15,Alemania,2,4,8
5,colombia,2,5,7
22,paraguay,1,5,6
20,España,5,5,9
7,Suzia,1,4,1
8,Suzia,1,1,6
5,Portugal,4,5,6
15,Monaco,2,3,3
17,paraguay,5,5,7
3,nuevaZelanda,1,3,10
20,Macdonia,3,1,10
3,Francia,5,4,3
24,colombia,2,2,9
3,Androrra,2,1,2
15,Inglaterra,5,2,10
2,Androrra,5,5,6
16,Suzia,1,1,3
25,chile,4,2,10
19,Mexico,4,3,6
16,Canda,3,4,1
17,colombia,1,2,7
5,Alemania,3,5,9
17,brazil,1,4,1
19,nuevaZelanda,1,2,5
21,Suzia,3,3,9
23,Androrra,1,1,8
4,nuevaZelanda,5,4,1
15,BUlgaria,5,4,10
19,Macdonia,4,2,4
9,Alemania,5,2,2
10,australia,2,1,2
1,colombia,5,1,6
5,Alemania,5,1,5
2,USA,3,1,5
7,Italia,2,2,9
13,chile,2,4,3
15,uruguay,5,1,5
11,eslovenia,5,5,4
8,eslovenia,1,2,5
16,Francia,4,4,9
18,Portugal,4,3,8
22,Inglaterra,1,1,1
1,BUlgaria,5,1,9
21,brazil,4,3,3
11,España,4,2,2
19,eslovenia,3,3,7
21,Macdonia,2,2,9
3,argentina,4,4,9
20,paraguay,5,4,1
6,Inglaterra,2,3,6
10,Suzia,5,1,4
23,Italia,4,1,7
22,argentina,3,4,6
17,colombia,1,3,5
22,peru,2,3,5
22,uruguay,5,2,3
12,eslovenia,1,1,9
25,Belgica,3,5,8
16,australia,3,3,10
10,Portugal,4,5,4
3,Mexico,1,1,3
23,chile,2,2,5
23,australia,3,5,10
4,paraguay,4,5,6
9,Belgica,1,1,7
8,Francia,3,2,4
20,colombia,4,3,2
5,argentina,5,2,3
2,brazil,1,5,3
7,colombia,5,3,2
8,brazil,5,5,9
24,Italia,2,2,6
2,Mexico,4,4,9
7,Italia,3,1,8
2,Francia,3,3,5
9,colombia,2,2,4
1,brazil,5,4,8
6,Suzia,1,1,8
21,chile,1,3,3
6,Alemania,1,2,3
19,Suzia,2,3,2
23,Alemania,2,4,8
23,eslovenia,5,2,5
9,australia,1,2,6
4,nuevaZelanda,2,1,4
2,Inglaterra,3,3,7
19,Italia,1,4,2
12,Ucrania,4,4,2
5,colombia,3,5,10
14,chile,2,1,3
18,Monaco,5,1,4
10,peru,2,1,10
7,Francia,1,2,6
14,BUlgaria,3,3,2
8,BUlgaria,4,2,2
9,nuevaZelanda,5,5,6
25,España,5,5,4
25,brazil,1,3,5
5,colombia,3,4,6
15,Francia,2,5,8
16,chile,5,1,2
7,uruguay,2,5,1
1,Suzia,2,2,6
22,Alemania,1,2,9
15,BUlgaria,2,2,3
23,Canda,4,5,6
5,Alemania,4,5,1
5,colombia,2,1,2
5,chile,5,5,3
13,Macdonia,4,4,4
18,Mexico,3,2,8
2,peru,1,3,2
13,colombia,4,2,6
12,nuevaZelanda,5,2,8
24,Canda,5,4,3
7,brazil,5,4,4
23,argentina,5,2,5
11,Belgica,1,4,6
8,Macdonia,1,1,10
22,BUlgaria,4,2,9
11,Monaco,4,2,10
4,USA,4,3,6
21,paraguay,3,5,3
23,brazil,1,5,7
25,Belgica,4,4,2
4,Alemania,1,5,5
19,Canda,4,2,4
19,paraguay,2,4,9
14,Francia,3,3,6
15,eslovenia,1,1,3
16,Monaco,2,2,4
17,Androrra,2,1,5
6,USA,1,2,6
24,argentina,4,4,2
12,Suzia,1,1,8
23,Mexico,2,3,4
14,paraguay,4,3,3
11,chile,5,5,7
12,Mexico,2,2,2
6,australia,3,3,7
3,colombia,3,2,8
16,uruguay,3,2,7
24,Belgica,3,4,1
5,Mexico,1,2,8
2,Belgica,4,5,8
3,Ucrania,2,2,5
14,Androrra,4,1,3
25,Macdonia,1,1,7
1,chile,3,4,8
21,BUlgaria,2,2,3
18,paraguay,5,2,5
15,argentina,5,5,3
3,paraguay,1,5,10
23,australia,5,2,3
7,Macdonia,4,1,2
21,Portugal,4,4,8
17,chile,2,2,3
21,Francia,2,3,1
12,paraguay,2,4,9
21,Italia,5,2,2
24,Belgica,4,2,4
6,Inglaterra,1,5,10
14,Mexico,4,2,5
4,eslovenia,4,4,9
4,uruguay,2,2,3
3,Ucrania,2,1,10
17,USA,3,2,7
17,brazil,5,3,10
19,Canda,3,2,2
17,BUlgaria,2,1,1
1,eslovenia,3,3,10
2,Canda,3,3,7
17,brazil,2,2,9
7,Canda,3,1,1
25,BUlgaria,1,4,10
18,paraguay,1,5,2
24,Mexico,1,1,1
17,argentina,1,1,3
9,Inglaterra,2,1,1
16,Mexico,3,2,2
3,Ucrania,3,3,10
11,Suzia,5,1,7
11,Macdonia,4,1,4
25,Canda,1,2,6
20,Italia,2,1,10
6,Belgica,3,2,4
3,Monaco,1,2,2
13,peru,5,3,1
16,australia,5,4,4
18,España,5,2,4
25,brazil,2,2,2
16,Alemania,5,3,3
19,Suzia,2,4,10
19,Portugal,1,1,2
1,Mexico,3,2,4
6,chile,1,2,6
5,España,4,2,9
2,Inglaterra,4,1,6
10,colombia,1,2,2
6,eslovenia,4,4,10
17,Portugal,5,2,3
17,chile,1,2,5
25,Inglaterra,1,3,10
11,Macdonia,2,4,6
6,Mexico,5,3,6
21,USA,3,3,4
13,Alemania,2,3,6
3,Monaco,3,1,5
16,Italia,5,3,2
10,Androrra,2,2,3
22,Canda,1,1,1
19,España,3,2,8
19,brazil,3,4,4
24,Alemania,1,4,4
4,colombia,2,3,8
10,eslovenia,1,2,3
12,Ucrania,5,1,1
23,Alemania,1,3,7
3,Monaco,2,1,8
