40,Desert,3,10,5
45,MachuPicchu,5,10,5
16,Desert,1,10,5
9,Desert,4,10,5
49,Desert,1,10,5
28,Mountains,3,10,1
18,Mountains,4,10,1
29,LightHouse,2,10,7
62,Desert,1,10,5
48,Desert,5,10,5
3,Iceland,4,10,1
60,Desert,2,10,5
54,Castle,3,10,1
49,LightHouse,3,10,7
48,Tropical,5,10,10
47,Iceland,2,10,1
65,MachuPicchu,4,10,5
56,MachuPicchu,3,10,5
39,Castle,1,10,1
14,Desert,2,10,5
54,Castle,1,10,1
20,LightHouse,5,10,7
64,Iceland,3,10,1
6,Iceland,2,10,1
37,Mountains,1,10,1
40,Castle,4,10,1
21,Iceland,5,10,1
5,LightHouse,2,10,7
46,MachuPicchu,1,10,5
29,Castle,2,10,1
54,Castle,3,10,1
2,Tropical,4,10,10
17,MachuPicchu,5,10,5
67,Desert,5,10,5
14,MachuPicchu,3,10,5
66,Castle,2,10,1
10,Castle,2,10,1
31,Mountains,3,10,1
34,MachuPicchu,1,10,5
1,MachuPicchu,2,10,5
43,Mountains,4,10,1
50,Iceland,2,10,1
21,Desert,5,10,5
63,Tropical,4,10,10
28,Desert,2,10,5
9,Tropical,1,10,10
22,Desert,1,10,5
39,Castle,5,10,1
26,MachuPicchu,5,10,5
28,LightHouse,5,10,7
59,Desert,3,10,5
59,Mountains,2,10,1
49,Mountains,3,10,1
41,Mountains,5,10,1
59,Tropical,5,10,10
33,Iceland,5,10,1
67,Castle,5,10,1
59,MachuPicchu,1,10,5
39,Castle,3,10,1
65,Castle,2,10,1
55,LightHouse,2,10,7
22,Mountains,5,10,1
21,Castle,3,10,1
46,Tropical,2,10,10
49,MachuPicchu,1,10,5
2,Castle,5,10,1
53,Tropical,2,10,10
67,Mountains,5,10,1
53,Castle,1,10,1
35,Mountains,2,10,1
49,LightHouse,5,10,7
4,MachuPicchu,5,10,5
36,MachuPicchu,2,10,5
64,Castle,4,10,1
47,Castle,1,10,1
21,Castle,1,10,1
9,Mountains,5,10,1
37,Castle,4,10,1
20,Castle,4,10,1
6,Castle,2,10,1
17,Iceland,5,10,1
33,Castle,1,10,1
50,LightHouse,5,10,7
65,Castle,2,10,1
17,Tropical,3,10,10
1,Desert,3,10,5
37,Mountains,3,10,1
10,Castle,1,10,1
3,LightHouse,1,10,7
52,MachuPicchu,3,10,5
33,Iceland,2,10,1
23,Desert,1,10,5
62,MachuPicchu,3,10,5
12,Desert,1,10,5
26,MachuPicchu,3,10,5
1,Tropical,2,10,10
37,Iceland,5,10,1
10,MachuPicchu,5,10,5
20,Castle,1,10,1
55,LightHouse,2,10,7
11,MachuPicchu,3,10,5
60,Iceland,4,10,1
42,Tropical,1,10,10
60,LightHouse,3,10,7
