3,peru,2,2,4
16,paraguay,5,5,3
21,uruguay,1,3,9
15,chile,2,3,8
5,colombia,4,5,1
3,uruguay,3,2,4
10,peru,1,1,2
25,colombia,2,4,5
22,argentina,4,2,6
22,argentina,3,3,1
6,uruguay,2,1,1
2,peru,3,2,8
12,peru,5,1,3
8,brazil,3,4,8
24,colombia,5,3,10
11,argentina,5,3,4
7,uruguay,3,4,1
20,brazil,1,4,6
5,brazil,3,3,2
19,chile,3,2,10
23,argentina,5,3,8
25,paraguay,3,5,5
18,chile,5,4,4
6,uruguay,3,3,3
12,argentina,1,4,2
11,paraguay,1,5,2
21,argentina,5,2,4
10,uruguay,4,2,2
1,brazil,3,3,3
23,uruguay,4,4,3
19,colombia,3,5,4
13,brazil,4,2,10
14,peru,5,4,7
6,paraguay,1,5,8
22,peru,3,1,1
13,colombia,5,3,4
19,peru,5,5,9
17,paraguay,5,5,4
24,chile,4,5,8
4,chile,5,2,6
3,uruguay,2,4,2
11,paraguay,1,5,3
15,brazil,1,2,3
18,uruguay,5,1,3
3,paraguay,3,5,9
12,brazil,5,4,9
25,paraguay,1,3,3
21,uruguay,3,1,8
4,brazil,1,5,1
8,argentina,5,1,7
1,peru,3,4,1
5,peru,2,3,10
5,colombia,3,1,1
4,paraguay,4,5,10
7,paraguay,4,4,3
18,paraguay,4,3,4
12,argentina,5,3,5
12,uruguay,1,4,9
7,argentina,3,3,9
23,argentina,1,5,5
17,paraguay,5,2,1
22,argentina,1,4,4
15,peru,5,4,3
19,paraguay,1,4,9
16,chile,4,2,3
16,paraguay,5,4,9
22,uruguay,1,3,8
25,brazil,1,5,2
13,paraguay,1,5,8
22,uruguay,2,3,3
13,chile,5,2,10
15,paraguay,4,4,8
14,uruguay,5,5,9
6,colombia,2,3,8
5,brazil,3,3,9
11,paraguay,2,3,9
10,colombia,3,3,1
1,argentina,4,3,6
24,uruguay,3,4,3
12,brazil,2,4,8
10,brazil,4,5,2
15,colombia,5,4,9
3,argentina,5,3,1
19,brazil,2,4,1
9,peru,3,3,1
25,peru,4,3,1
6,argentina,4,3,3
17,colombia,5,2,5
2,uruguay,5,5,8
20,uruguay,1,2,4
3,uruguay,3,4,1
15,paraguay,1,5,2
1,peru,5,2,10
10,argentina,5,4,9
19,paraguay,4,5,6
8,peru,5,2,4
17,uruguay,2,3,6
21,uruguay,2,3,3
6,brazil,5,5,10
1,uruguay,1,4,1
3,brazil,3,4,8
9,chile,3,3,7
2,peru,4,2,6
18,argentina,5,3,5
19,paraguay,1,5,8
22,chile,4,3,3
17,argentina,4,4,10
10,uruguay,5,4,9
5,colombia,2,4,6
1,colombia,1,2,7
2,argentina,1,4,5
24,chile,5,1,3
6,peru,2,4,10
1,uruguay,4,2,9
1,colombia,1,1,4
7,chile,5,4,10
13,brazil,5,4,6
9,brazil,1,4,1
21,paraguay,2,2,9
6,peru,5,4,9
15,paraguay,4,3,8
3,argentina,3,1,1
24,paraguay,4,2,4
19,peru,1,5,5
14,uruguay,2,2,10
2,brazil,3,5,9
23,chile,2,3,9
18,brazil,3,5,2
12,chile,1,4,5
14,colombia,3,1,1
21,chile,2,3,8
8,colombia,3,1,7
24,paraguay,1,5,9
