18,colombia,4,4,7
5,argentina,4,4,10
37,paraguay,1,4,5
28,brazil,3,5,3
40,brazil,1,4,6
35,paraguay,5,4,10
6,paraguay,4,5,3
24,paraguay,5,2,10
1,brazil,4,4,1
7,brazil,5,3,1
33,argentina,3,2,10
43,brazil,3,3,6
11,peru,3,2,6
23,uruguay,4,2,6
43,uruguay,2,3,4
39,colombia,4,5,9
20,peru,5,2,10
17,chile,3,1,10
20,argentina,3,4,7
22,peru,1,1,2
30,colombia,5,3,4
15,brazil,5,5,6
31,peru,5,4,4
12,argentina,1,4,1
8,peru,1,2,2
5,colombia,4,4,6
19,argentina,1,4,9
42,uruguay,2,3,9
19,brazil,2,4,4
48,peru,5,4,8
45,peru,3,3,10
13,chile,3,2,9
37,argentina,5,3,7
23,brazil,3,2,10
2,paraguay,1,5,6
16,argentina,3,2,1
33,argentina,3,1,4
47,paraguay,3,5,10
50,paraguay,1,4,9
30,argentina,1,4,2
6,paraguay,1,3,3
49,chile,3,3,8
38,peru,3,3,3
39,colombia,1,2,3
4,brazil,4,4,2
42,uruguay,4,1,1
50,colombia,1,2,6
45,brazil,4,4,6
17,brazil,4,5,4
29,argentina,1,4,2
22,uruguay,3,3,2
18,peru,2,2,2
9,colombia,5,4,1
14,uruguay,5,5,10
31,peru,1,4,8
11,colombia,1,1,10
4,brazil,3,4,8
15,uruguay,5,2,9
15,peru,2,4,6
8,paraguay,1,5,7
28,peru,4,1,9
3,peru,2,3,5
20,paraguay,2,4,4
12,brazil,2,2,8
37,brazil,4,3,2
37,uruguay,4,4,7
46,uruguay,3,3,1
15,argentina,5,4,7
32,colombia,2,4,5
38,brazil,4,3,10
29,chile,1,3,8
13,peru,3,2,6
31,brazil,5,3,10
23,chile,1,3,1
11,argentina,3,4,2
14,uruguay,1,1,7
39,argentina,5,2,4
9,brazil,2,4,1
47,argentina,2,5,7
8,uruguay,4,3,5
45,chile,5,1,1
5,brazil,3,4,5
22,brazil,1,4,4
32,uruguay,3,5,1
28,peru,4,2,7
31,peru,4,3,5
29,uruguay,1,4,8
6,peru,3,3,8
46,uruguay,5,3,7
1,colombia,5,4,9
42,peru,4,1,8
22,uruguay,4,1,10
9,uruguay,3,2,1
11,argentina,4,4,8
14,uruguay,3,2,2
19,peru,1,5,8
49,peru,3,3,1
29,paraguay,2,4,2
13,colombia,2,2,1
22,brazil,2,4,9
48,colombia,4,4,7
49,argentina,4,4,7
19,argentina,1,5,1
35,paraguay,3,5,9
29,peru,4,1,4
46,colombia,5,2,9
35,uruguay,3,2,9
32,peru,3,2,7
47,paraguay,4,5,6
1,chile,3,2,3
17,paraguay,5,4,10
27,argentina,3,3,3
42,colombia,2,4,6
7,chile,4,1,3
38,chile,1,1,6
50,brazil,1,4,8
28,chile,2,1,4
28,peru,4,5,10
10,argentina,1,5,2
39,peru,2,2,10
50,peru,3,1,8
33,peru,1,1,2
11,brazil,1,3,9
22,paraguay,3,4,6
49,paraguay,3,2,6
37,colombia,5,3,5
42,chile,4,2,10
36,brazil,4,4,7
16,peru,1,3,10
3,brazil,3,3,8
3,uruguay,5,4,3
50,peru,5,3,1
12,chile,2,1,7
49,chile,3,1,9
17,paraguay,2,5,10
39,brazil,5,2,1
18,uruguay,1,5,2
20,colombia,4,5,5
22,paraguay,3,4,6
32,chile,1,2,1
40,paraguay,3,4,3
25,brazil,4,4,3
20,argentina,1,2,4
41,chile,5,4,6
11,brazil,3,5,8
4,argentina,3,3,8
44,brazil,3,3,8
33,brazil,2,2,8
7,brazil,5,3,7
20,chile,5,4,2
13,colombia,5,2,5
38,uruguay,3,4,4
18,argentina,1,4,1
18,uruguay,1,2,4
42,colombia,4,1,4
11,chile,2,1,9
5,brazil,5,3,2
36,uruguay,5,5,2
17,colombia,4,4,9
17,uruguay,1,4,8
44,colombia,4,1,3
45,colombia,5,5,1
24,uruguay,5,1,8
33,chile,3,3,2
8,brazil,1,4,10
50,argentina,1,5,10
36,colombia,3,2,2
34,paraguay,5,4,3
31,colombia,1,1,4
15,paraguay,2,4,1
27,peru,5,2,8
4,brazil,5,4,7
15,peru,4,3,7
25,peru,5,3,3
37,paraguay,3,4,3
17,colombia,5,2,5
24,argentina,4,2,9
39,argentina,5,3,7
11,paraguay,5,5,2
33,argentina,4,4,5
25,uruguay,5,3,2
24,colombia,4,3,2
50,paraguay,2,5,1
15,paraguay,2,4,10
36,chile,5,2,2
44,peru,2,1,7
14,paraguay,1,4,7
8,peru,5,4,2
30,peru,5,3,4
25,colombia,4,5,6
27,brazil,1,3,5
23,brazil,1,5,6
50,colombia,4,3,9
21,argentina,3,4,3
12,brazil,4,3,6
39,brazil,3,4,4
41,chile,1,3,1
36,argentina,3,4,10
49,peru,2,1,1
9,uruguay,4,3,9
25,brazil,5,4,5
1,argentina,3,5,1
43,colombia,4,5,6
9,uruguay,5,1,8
15,colombia,4,1,2
42,paraguay,2,5,7
13,chile,1,3,2
13,uruguay,5,4,4
37,colombia,3,3,3
12,chile,3,2,1
28,uruguay,1,4,10
33,peru,2,2,10
31,paraguay,3,3,5
16,peru,3,3,1
40,argentina,1,4,1
9,brazil,2,5,10
20,argentina,4,1,2
3,colombia,1,2,6
25,uruguay,4,2,6
42,brazil,3,4,4
46,peru,2,2,7
27,argentina,3,5,10
10,peru,2,1,4
45,chile,3,2,5
20,uruguay,3,4,5
46,colombia,4,3,3
5,peru,3,2,10
18,uruguay,4,2,9
11,argentina,3,5,7
27,paraguay,2,4,1
44,brazil,1,3,5
22,brazil,5,4,9
46,chile,5,4,7
3,colombia,5,4,5
21,paraguay,4,4,9
10,argentina,1,2,8
25,brazil,5,4,6
28,peru,3,2,9
19,peru,3,2,3
34,peru,2,1,10
39,paraguay,2,3,3
24,brazil,1,5,3
7,uruguay,3,4,2
13,paraguay,5,4,9
37,paraguay,2,4,5
23,paraguay,5,4,5
11,paraguay,1,4,8
39,uruguay,3,5,5
21,colombia,2,3,2
39,paraguay,4,5,8
1,uruguay,5,2,9
12,uruguay,5,2,5
36,chile,1,1,7
27,paraguay,3,4,1
11,paraguay,4,5,5
20,brazil,4,3,6
18,chile,3,3,8
11,paraguay,1,4,6
40,chile,4,3,2
22,paraguay,3,4,2
5,uruguay,1,4,8
47,paraguay,2,4,4
49,brazil,2,5,1
29,argentina,4,3,5
22,paraguay,4,4,10
11,argentina,3,4,7
49,paraguay,2,4,6
20,peru,4,5,10
15,argentina,3,2,3
1,uruguay,1,3,5
25,chile,1,1,1
13,uruguay,2,5,10
1,argentina,1,5,7
31,paraguay,1,4,5
4,chile,2,1,8
14,uruguay,5,4,3
18,chile,1,1,8
25,uruguay,5,5,6
44,peru,1,1,10
43,argentina,1,5,6
39,argentina,4,3,5
39,colombia,5,3,7
3,brazil,1,5,4
47,chile,2,1,4
14,argentina,2,4,2
49,chile,3,3,5
17,paraguay,5,4,3
13,argentina,5,3,9
26,uruguay,2,4,8
1,chile,3,1,9
50,paraguay,1,2,2
16,argentina,4,3,4
37,paraguay,4,4,2
5,brazil,5,3,7
40,brazil,5,5,8
37,peru,2,3,6
34,paraguay,1,5,8
19,uruguay,1,2,9
50,peru,3,1,6
46,argentina,4,4,1
4,chile,3,3,2
9,chile,3,1,3
22,colombia,2,1,8
31,chile,5,4,1
20,peru,3,3,8
41,chile,3,4,10
17,brazil,4,4,10
41,colombia,2,3,9
33,argentina,2,2,9
19,uruguay,3,4,8
35,paraguay,1,3,9
11,peru,3,3,3
49,peru,4,3,4
13,chile,5,4,6
39,argentina,4,4,5
18,peru,5,5,2
11,peru,2,4,2
14,paraguay,1,5,7
48,brazil,3,3,10
48,paraguay,3,5,9
13,brazil,3,3,5
21,paraguay,1,4,2
46,peru,1,3,8
12,brazil,4,3,5
36,peru,5,5,7
20,brazil,5,2,2
32,colombia,1,2,7
9,colombia,1,2,9
22,peru,1,1,2
8,argentina,4,3,10
32,paraguay,4,4,10
8,chile,5,5,10
35,uruguay,2,3,8
11,colombia,2,2,4
49,chile,1,1,7
14,peru,3,3,1
30,chile,1,1,3
13,peru,5,2,10
32,paraguay,4,2,4
5,peru,5,1,8
4,chile,5,4,2
48,chile,5,1,5
4,argentina,5,4,1
44,colombia,2,3,9
30,brazil,4,4,5
46,brazil,5,3,5
10,peru,5,4,6
31,paraguay,4,2,6
25,brazil,5,5,6
27,chile,4,2,2
38,uruguay,2,2,5
15,uruguay,4,2,2
31,paraguay,4,4,4
8,argentina,2,4,4
45,peru,2,1,9
2,argentina,3,1,8
9,paraguay,3,5,4
35,uruguay,3,1,4
47,brazil,2,3,1
16,argentina,3,5,5
9,brazil,4,5,10
31,paraguay,4,5,1
42,peru,4,3,9
20,chile,2,3,7
11,peru,2,3,7
20,argentina,4,4,9
22,peru,2,3,5
8,brazil,1,3,9
40,uruguay,2,3,2
11,peru,3,4,8
15,peru,5,4,4
25,argentina,3,2,10
28,colombia,5,2,7
30,chile,5,5,4
33,argentina,5,4,9
4,brazil,4,4,6
13,peru,4,5,8
18,colombia,3,1,5
3,chile,5,1,3
45,argentina,2,4,2
18,peru,1,1,10
3,brazil,5,4,10
31,uruguay,4,2,7
20,colombia,5,5,1
34,colombia,4,5,8
6,uruguay,2,2,6
9,peru,3,1,3
30,peru,2,2,2
50,peru,2,2,3
38,chile,5,2,1
35,brazil,2,5,10
25,colombia,5,1,8
36,brazil,3,4,4
29,chile,4,2,9
46,colombia,4,3,1
4,brazil,1,4,9
45,brazil,5,4,5
22,uruguay,3,4,10
43,chile,3,3,7
30,paraguay,4,2,4
44,chile,2,1,2
28,paraguay,4,5,10
12,argentina,4,4,6
30,paraguay,5,5,7
13,colombia,4,4,9
43,brazil,1,5,5
48,brazil,2,3,10
41,argentina,1,4,5
24,colombia,2,2,5
36,uruguay,1,1,1
6,argentina,4,3,9
40,peru,3,3,10
13,chile,4,3,3
26,uruguay,4,2,8
17,peru,1,4,3
35,peru,3,2,8
16,uruguay,1,1,1
29,colombia,1,3,1
37,colombia,3,2,4
41,brazil,4,4,1
19,chile,2,4,6
47,chile,2,3,2
47,peru,1,1,4
2,peru,3,2,6
32,uruguay,2,4,1
3,brazil,2,3,3
36,chile,2,5,10
45,chile,1,1,5
48,uruguay,1,4,10
50,argentina,5,3,5
47,brazil,2,5,7
35,brazil,5,2,1
12,argentina,5,4,10
24,chile,3,2,5
14,paraguay,5,5,6
17,argentina,2,4,4
37,brazil,2,5,6
9,chile,5,5,7
15,argentina,4,4,10
31,chile,3,5,1
27,peru,4,4,9
39,colombia,2,3,9
17,paraguay,4,5,10
35,colombia,3,3,10
1,peru,5,3,3
33,uruguay,3,4,8
10,colombia,3,4,1
29,argentina,5,4,6
22,argentina,5,4,3
35,peru,2,1,6
42,brazil,5,4,9
18,chile,1,4,1
24,peru,3,3,5
25,peru,2,1,4
27,peru,1,5,5
25,uruguay,1,4,4
23,argentina,4,5,1
4,paraguay,5,5,8
14,argentina,2,4,9
48,chile,4,3,6
7,peru,3,2,4
49,peru,2,1,8
39,colombia,3,2,5
8,paraguay,2,5,5
14,paraguay,5,5,1
33,uruguay,1,1,4
30,chile,4,4,2
24,peru,3,3,6
11,uruguay,1,4,6
40,uruguay,5,1,5
21,brazil,4,3,9
36,colombia,3,3,1
39,brazil,2,4,1
13,brazil,4,3,2
45,colombia,3,1,6
17,paraguay,1,5,7
40,colombia,4,2,4
37,colombia,5,3,4
12,argentina,3,4,7
23,argentina,3,5,7
44,chile,3,2,10
36,uruguay,5,3,2
12,chile,3,3,4
19,colombia,3,4,1
